job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary
124,Davis and Sons,E-commerce,Quant Researcher,"Hugging Face, Power BI, SQL, FastAPI, C++, Reinforcement Learning",Mid,Internship,"Carrollland, SE",109693-136678,2023-10-31,Large,KDB+,109693.0,136678.0,123185.5
125,"Reed, Garcia and French",E-commerce,NLP Engineer,"Keras, CUDA, TensorFlow",Mid,Full-time,"West Richardborough, BE",128381-173902,2025-08-03,Startup,"BigQuery, TensorFlow",128381.0,173902.0,151141.5
126,Anderson-Cruz,Tech,Computer Vision Engineer,"SQL, AWS, Power BI",Mid,Remote,"Jasonshire, TH",114132-129565,2025-04-07,Large,PyTorch,114132.0,129565.0,121848.5
127,King PLC,Finance,Quant Researcher,"NumPy, CUDA, Scikit-learn, Keras, Excel, Pandas",Mid,Contract,"East Sheriton, SV",117985-188287,2024-03-10,Large,Scikit-learn,117985.0,188287.0,153136.0
128,Baker-Gomez,Finance,AI Product Manager,"NumPy, PyTorch, FastAPI, CUDA, Azure",Entry,Remote,"Sarahview, SE",98649-172840,2024-11-22,Large,"LangChain, KDB+",98649.0,172840.0,135744.5
129,"Patterson, Bruce and Herring",Retail,NLP Engineer,"Keras, Pandas, MLflow, Scikit-learn",Mid,Remote,"Davechester, LR",132259-223631,2024-12-31,Mid,"PyTorch, KDB+, LangChain",132259.0,223631.0,177945.0
130,Jackson Inc,Education,Data Analyst,"MLflow, NumPy, Scikit-learn, Azure, Keras",Senior,Internship,"Allenton, UG",92116-122876,2025-03-11,Startup,Scikit-learn,92116.0,122876.0,107496.0
131,"Thompson, Lewis and Gonzalez",E-commerce,NLP Engineer,"AWS, Hugging Face, Python, Reinforcement Learning, Scikit-learn, LangChain",Entry,Internship,"Westland, KM",111421-135658,2024-09-23,Large,BigQuery,111421.0,135658.0,123539.5
132,Mclean Inc,Healthcare,NLP Engineer,"Keras, Pandas, TensorFlow, CUDA",Mid,Remote,"Shermanshire, MM",64185-77841,2025-02-09,Large,"KDB+, FastAPI",64185.0,77841.0,71013.0
133,Moore Inc,Automotive,AI Researcher,"Power BI, CUDA, Scikit-learn",Senior,Contract,"Jamesborough, GB",114287-213324,2025-04-23,Mid,"BigQuery, LangChain, FastAPI",114287.0,213324.0,163805.5
134,Flores-Dalton,Automotive,AI Researcher,"CUDA, Reinforcement Learning, TensorFlow, Power BI, FastAPI, LangChain",Senior,Internship,"East Edward, MV",67967-136114,2025-09-01,Mid,TensorFlow,67967.0,136114.0,102040.5
135,Nguyen and Sons,Healthcare,Data Analyst,"C++, MLflow, TensorFlow, NumPy, Excel, R",Entry,Full-time,"Youngborough, CF",119699-195649,2024-02-29,Mid,"PyTorch, FastAPI",119699.0,195649.0,157674.0
136,Russell Inc,Finance,NLP Engineer,"Excel, CUDA, GCP, Scikit-learn, Python",Senior,Remote,"Morrowview, RS",105893-197119,2024-12-30,Mid,PyTorch,105893.0,197119.0,151506.0
137,Castillo and Sons,Education,Computer Vision Engineer,"NumPy, MLflow, R, C++",Mid,Full-time,"North Sheilamouth, JP",144509-185639,2024-09-02,Mid,"FastAPI, PyTorch, TensorFlow",144509.0,185639.0,165074.0
138,Price PLC,Finance,AI Product Manager,"AWS, GCP, R, Power BI",Senior,Contract,"Randallside, CZ",125979-196585,2024-03-05,Startup,"BigQuery, Scikit-learn",125979.0,196585.0,161282.0
139,"Payne, Vasquez and Arnold",Healthcare,AI Product Manager,"Azure, Hugging Face, C++, Scikit-learn, Flask, Pandas",Mid,Full-time,"Danielfurt, GW",96804-161412,2024-01-14,Large,"LangChain, PyTorch, MLflow",96804.0,161412.0,129108.0
140,Roth LLC,Retail,Data Analyst,"SQL, AWS, Pandas, PyTorch, LangChain, C++",Senior,Contract,"Royville, BG",145387-192153,2025-08-26,Startup,BigQuery,145387.0,192153.0,168770.0
141,Bryant and Sons,Automotive,Quant Researcher,"AWS, Pandas, NumPy, LangChain, GCP, Flask",Entry,Contract,"Port Allisonfurt, SN",44646-126597,2025-06-07,Large,"Scikit-learn, TensorFlow",44646.0,126597.0,85621.5
142,"Morris, Williams and Campbell",Healthcare,ML Engineer,"C++, PyTorch, NumPy, LangChain, AWS, Keras",Mid,Remote,"South Heatherside, KZ",61799-124735,2024-05-14,Startup,TensorFlow,61799.0,124735.0,93267.0
143,Perez Ltd,Healthcare,AI Product Manager,"MLflow, LangChain, Power BI, Scikit-learn, Pandas",Entry,Remote,"West Susan, NG",142495-193478,2025-04-04,Large,"FastAPI, KDB+",142495.0,193478.0,167986.5
144,Smith-Hernandez,Education,Data Scientist,"NumPy, TensorFlow, GCP, LangChain",Mid,Contract,"Shelbyberg, AO",52111-123116,2024-01-05,Startup,"Scikit-learn, KDB+",52111.0,123116.0,87613.5
145,"Barber, Green and Fernandez",Retail,Data Analyst,"Scikit-learn, PyTorch, Python, GCP",Entry,Contract,"Ryanberg, MD",68548-93154,2024-07-30,Mid,"MLflow, KDB+",68548.0,93154.0,80851.0
146,"Baker, Nichols and Chen",Education,ML Engineer,"LangChain, Keras, Hugging Face, Scikit-learn, Reinforcement Learning",Entry,Contract,"West Carloston, CO",82795-123262,2025-03-10,Large,"BigQuery, MLflow, Scikit-learn",82795.0,123262.0,103028.5
147,Crawford-Cooper,E-commerce,AI Researcher,"FastAPI, Python, Pandas, Azure",Entry,Internship,"Calderonfurt, KN",94239-122634,2025-08-17,Mid,BigQuery,94239.0,122634.0,108436.5
148,"Manning, Hernandez and Serrano",Retail,NLP Engineer,"Power BI, Flask, GCP, CUDA",Mid,Remote,"New Crystalport, BF",64790-95818,2023-12-19,Large,FastAPI,64790.0,95818.0,80304.0
149,Sanchez and Sons,E-commerce,Data Analyst,"PyTorch, AWS, SQL",Senior,Remote,"North Melissa, NL",133389-145372,2025-09-17,Startup,"PyTorch, Scikit-learn",133389.0,145372.0,139380.5
150,Gomez-Mosley,Automotive,Computer Vision Engineer,"CUDA, Python, Keras, SQL",Senior,Internship,"East James, CR",112241-126511,2024-12-28,Mid,KDB+,112241.0,126511.0,119376.0
151,"Knox, Kirby and Rogers",Education,AI Researcher,"NumPy, AWS, Azure, TensorFlow, CUDA",Mid,Remote,"Cynthiamouth, SC",66955-108050,2024-03-08,Startup,"FastAPI, TensorFlow, LangChain",66955.0,108050.0,87502.5
152,Johnson-Hansen,E-commerce,ML Engineer,"Python, Keras, PyTorch",Mid,Internship,"New Christopher, KG",84480-167599,2024-03-21,Mid,Scikit-learn,84480.0,167599.0,126039.5
153,Allen-Carr,Finance,AI Product Manager,"TensorFlow, FastAPI, AWS",Mid,Contract,"West Jamesborough, BT",74795-159585,2023-12-14,Mid,Scikit-learn,74795.0,159585.0,117190.0
154,Carroll-Peterson,Education,AI Researcher,"CUDA, MLflow, LangChain",Mid,Internship,"Lake Amanda, PG",128089-227314,2024-07-27,Startup,"TensorFlow, FastAPI, PyTorch",128089.0,227314.0,177701.5
155,Castillo and Sons,Healthcare,NLP Engineer,"Flask, GCP, Azure, Reinforcement Learning, PyTorch",Mid,Contract,"New Monicaborough, KH",59563-117049,2024-06-04,Mid,"MLflow, PyTorch, KDB+",59563.0,117049.0,88306.0
156,Dixon-Fields,Automotive,Data Analyst,"PyTorch, Power BI, TensorFlow, Keras",Senior,Remote,"New Christinastad, GY",124014-215657,2024-11-23,Startup,"BigQuery, KDB+",124014.0,215657.0,169835.5
157,Ashley-Espinoza,Education,Computer Vision Engineer,"Python, LangChain, Hugging Face, Excel, Flask, Reinforcement Learning",Senior,Internship,"Elizabethchester, KZ",82670-112083,2025-06-23,Startup,"TensorFlow, MLflow",82670.0,112083.0,97376.5
158,"Scott, Nelson and Cooke",Education,NLP Engineer,"Flask, Keras, Hugging Face, Azure, C++, SQL",Senior,Remote,"Hayesberg, AG",99523-190227,2025-01-02,Mid,"MLflow, Scikit-learn, FastAPI",99523.0,190227.0,144875.0
159,Wright-Pennington,Finance,Quant Researcher,"R, NumPy, Keras, TensorFlow, Python, GCP",Mid,Contract,"Bentonland, BG",63560-115745,2025-09-14,Large,"Scikit-learn, KDB+, BigQuery",63560.0,115745.0,89652.5
160,Garcia-Martinez,Education,Data Analyst,"Power BI, Flask, LangChain, Excel, MLflow",Mid,Contract,"Michaeltown, UY",96246-127172,2025-03-16,Large,"Scikit-learn, BigQuery, KDB+",96246.0,127172.0,111709.0
161,Ryan-Ward,Education,Quant Researcher,"FastAPI, Azure, Power BI, CUDA, Flask",Mid,Internship,"Hernandezfurt, MX",133411-230008,2024-02-05,Mid,"KDB+, BigQuery",133411.0,230008.0,181709.5
162,"Ross, Torres and Griffith",Healthcare,NLP Engineer,"MLflow, Excel, LangChain",Senior,Contract,"Jessicamouth, PS",44241-67386,2023-12-04,Large,"FastAPI, PyTorch",44241.0,67386.0,55813.5
163,"Contreras, Taylor and Nelson",Education,ML Engineer,"NumPy, Scikit-learn, AWS, Power BI, SQL",Mid,Internship,"North Danielfort, LC",42621-93559,2025-03-16,Startup,"Scikit-learn, MLflow, BigQuery",42621.0,93559.0,68090.0
164,French Inc,Finance,NLP Engineer,"R, Keras, NumPy, FastAPI",Entry,Remote,"East Ritaburgh, AM",75069-172405,2025-08-06,Mid,"TensorFlow, MLflow",75069.0,172405.0,123737.0
165,"Roth, Le and Hamilton",Healthcare,AI Product Manager,"Keras, GCP, NumPy, AWS",Mid,Full-time,"Lake Eriktown, TZ",110005-156652,2025-04-14,Large,LangChain,110005.0,156652.0,133328.5
166,"Boyd, Gallagher and Thompson",Healthcare,Computer Vision Engineer,"Hugging Face, Reinforcement Learning, LangChain",Senior,Internship,"Brandonton, RO",127733-156796,2025-09-16,Large,"BigQuery, MLflow, FastAPI",127733.0,156796.0,142264.5
167,Benjamin-Nguyen,Tech,Computer Vision Engineer,"LangChain, TensorFlow, AWS, Reinforcement Learning",Senior,Internship,"Barryborough, JM",81580-132667,2024-04-16,Startup,"TensorFlow, BigQuery",81580.0,132667.0,107123.5
168,Coleman-Jimenez,Automotive,Data Analyst,"FastAPI, Reinforcement Learning, Hugging Face, GCP, R",Entry,Internship,"West Alexanderberg, MG",46318-73935,2024-10-18,Mid,TensorFlow,46318.0,73935.0,60126.5
169,Williams-Gross,Finance,Data Analyst,"Power BI, Excel, SQL, AWS, Azure",Entry,Full-time,"Ericport, BR",83360-173396,2024-12-11,Startup,"FastAPI, MLflow, KDB+",83360.0,173396.0,128378.0
170,Gonzalez Ltd,E-commerce,ML Engineer,"FastAPI, AWS, PyTorch",Mid,Remote,"Johnsonmouth, BS",50841-149011,2025-05-02,Mid,LangChain,50841.0,149011.0,99926.0
171,Hart-Miller,E-commerce,AI Product Manager,"CUDA, Python, Keras",Senior,Internship,"South Gary, BN",84196-183723,2025-03-15,Startup,"FastAPI, PyTorch, TensorFlow",84196.0,183723.0,133959.5
172,Kim Inc,Tech,AI Researcher,"Flask, Azure, Hugging Face, FastAPI, Excel",Mid,Contract,"West Ralphview, SL",92704-181511,2024-05-25,Mid,"PyTorch, BigQuery",92704.0,181511.0,137107.5
173,Horton LLC,Tech,Data Scientist,"TensorFlow, CUDA, Reinforcement Learning, Flask, R",Entry,Internship,"Debraview, HU",61245-133612,2024-01-31,Mid,"FastAPI, PyTorch",61245.0,133612.0,97428.5
174,Mendoza Ltd,Retail,AI Product Manager,"NumPy, MLflow, Python, C++, Azure",Mid,Internship,"North Michael, CU",91839-153147,2024-08-01,Large,"FastAPI, MLflow",91839.0,153147.0,122493.0
175,"Alexander, Warner and Mendez",Tech,AI Product Manager,"NumPy, PyTorch, C++, MLflow, TensorFlow",Entry,Contract,"Joneston, TL",65330-149814,2025-01-24,Mid,"TensorFlow, KDB+, MLflow",65330.0,149814.0,107572.0
176,Williams Ltd,Automotive,NLP Engineer,"Power BI, Azure, FastAPI, LangChain, NumPy",Mid,Contract,"Port Ariel, TR",142316-210339,2025-01-21,Mid,"KDB+, BigQuery",142316.0,210339.0,176327.5
177,Mills Group,Finance,Quant Researcher,"Excel, Azure, Python, R, Hugging Face",Mid,Internship,"Johnathanmouth, HN",86369-153860,2025-04-29,Mid,"PyTorch, LangChain, MLflow",86369.0,153860.0,120114.5
178,Jordan-Graves,Healthcare,AI Product Manager,"Power BI, MLflow, NumPy, Pandas",Senior,Full-time,"East Jennifer, EE",123834-203953,2025-08-01,Startup,"Scikit-learn, PyTorch, LangChain",123834.0,203953.0,163893.5
179,Casey-Smith,Automotive,AI Product Manager,"LangChain, R, Hugging Face, Scikit-learn",Mid,Remote,"Romerobury, BI",86874-127959,2024-10-07,Mid,"TensorFlow, BigQuery, KDB+",86874.0,127959.0,107416.5
180,Melton-Turner,Retail,AI Researcher,"Power BI, TensorFlow, Azure, CUDA, GCP, Pandas",Entry,Internship,"West Chelseafurt, AU",91853-143054,2024-02-22,Startup,"TensorFlow, FastAPI",91853.0,143054.0,117453.5
181,Gutierrez-Hernandez,E-commerce,Data Analyst,"Reinforcement Learning, SQL, Scikit-learn, AWS",Senior,Remote,"Lake Thomas, MD",115282-183026,2025-05-23,Large,"KDB+, Scikit-learn, PyTorch",115282.0,183026.0,149154.0
182,"Oliver, Tran and Jackson",Finance,NLP Engineer,"Scikit-learn, LangChain, Hugging Face, Python",Mid,Internship,"North Briannafort, PH",100075-181375,2024-06-08,Startup,PyTorch,100075.0,181375.0,140725.0
183,Diaz-Hardy,Healthcare,AI Researcher,"Python, NumPy, Flask, LangChain, R",Entry,Internship,"Davidstad, BY",84286-155592,2024-08-22,Startup,"BigQuery, TensorFlow",84286.0,155592.0,119939.0
184,White-Hayes,Automotive,Quant Researcher,"PyTorch, Python, GCP, MLflow",Senior,Full-time,"West Derek, VU",81464-148211,2024-03-26,Large,"Scikit-learn, BigQuery",81464.0,148211.0,114837.5
185,Dominguez Ltd,Education,Computer Vision Engineer,"Python, MLflow, Azure, TensorFlow, Power BI",Entry,Remote,"East Christopher, EE",142464-186808,2025-01-29,Mid,TensorFlow,142464.0,186808.0,164636.0
186,"Welch, Green and Williams",E-commerce,Data Analyst,"NumPy, R, MLflow, C++, FastAPI",Entry,Contract,"Emmafurt, GN",121357-161420,2024-10-21,Large,BigQuery,121357.0,161420.0,141388.5
187,Reed LLC,Healthcare,AI Researcher,"Excel, CUDA, Pandas",Mid,Full-time,"Andreside, GA",126266-151205,2024-01-20,Large,"LangChain, MLflow",126266.0,151205.0,138735.5
188,Brown and Sons,Retail,Computer Vision Engineer,"Scikit-learn, SQL, Keras, GCP, AWS, NumPy",Mid,Remote,"New Donald, CU",43986-115213,2024-09-14,Large,KDB+,43986.0,115213.0,79599.5
189,Gutierrez Group,Automotive,Data Scientist,"PyTorch, SQL, Reinforcement Learning, MLflow, AWS",Entry,Internship,"New Andrea, ST",62157-96230,2024-09-29,Large,BigQuery,62157.0,96230.0,79193.5
190,"Robinson, Stafford and Hoffman",Retail,AI Product Manager,"FastAPI, GCP, LangChain, MLflow",Entry,Full-time,"Palmerburgh, CF",102546-120953,2024-05-30,Large,"PyTorch, KDB+",102546.0,120953.0,111749.5
191,"Wu, Browning and Ramos",Tech,Data Analyst,"NumPy, R, Power BI, CUDA",Mid,Internship,"North Louis, UY",79611-163781,2024-10-28,Mid,"MLflow, LangChain, FastAPI",79611.0,163781.0,121696.0
192,Jones-Curtis,Education,AI Researcher,"Pandas, CUDA, PyTorch",Senior,Full-time,"North Nataliemouth, SR",142867-168105,2024-01-25,Mid,"FastAPI, BigQuery",142867.0,168105.0,155486.0
193,Lewis-Brooks,Retail,ML Engineer,"Azure, Python, Hugging Face, SQL",Mid,Contract,"Owenshaven, LY",63520-101934,2024-02-11,Mid,"MLflow, KDB+",63520.0,101934.0,82727.0
194,"Hobbs, Lawson and Robertson",Retail,Data Scientist,"MLflow, PyTorch, Scikit-learn",Senior,Internship,"Port Ricardo, SR",116202-179210,2024-05-19,Large,"LangChain, KDB+",116202.0,179210.0,147706.0
195,"Gonzales, Lane and Hart",Healthcare,Quant Researcher,"Pandas, Reinforcement Learning, FastAPI",Mid,Internship,"Kaylaland, DE",137620-173474,2023-11-04,Mid,Scikit-learn,137620.0,173474.0,155547.0
196,Kim PLC,Retail,NLP Engineer,"TensorFlow, SQL, NumPy",Entry,Internship,"North Jamietown, KE",131485-218283,2024-12-08,Mid,"BigQuery, FastAPI",131485.0,218283.0,174884.0
197,"Vasquez, Fleming and Jones",Tech,AI Product Manager,"Flask, C++, TensorFlow, Reinforcement Learning, R",Entry,Internship,"East Melindastad, TO",117341-158797,2024-08-27,Startup,"Scikit-learn, TensorFlow, FastAPI",117341.0,158797.0,138069.0
198,Rice Inc,Automotive,Data Analyst,"LangChain, Python, SQL",Entry,Internship,"East Linda, KP",123706-167631,2024-08-15,Mid,BigQuery,123706.0,167631.0,145668.5
199,"Morris, Jensen and Hamilton",Tech,Quant Researcher,"Azure, Scikit-learn, Keras, R, Hugging Face",Mid,Contract,"Port Mckenzie, BO",43828-96329,2024-04-01,Mid,"BigQuery, KDB+",43828.0,96329.0,70078.5
200,Gonzalez and Sons,Education,AI Product Manager,"NumPy, AWS, LangChain",Entry,Full-time,"New Traceyborough, BG",130984-170051,2025-06-17,Startup,PyTorch,130984.0,170051.0,150517.5
201,Robinson-Hall,E-commerce,Data Scientist,"C++, Scikit-learn, CUDA, LangChain",Entry,Internship,"Flowersberg, MG",125831-194965,2024-12-31,Large,"BigQuery, PyTorch",125831.0,194965.0,160398.0
202,Mendoza Ltd,Finance,AI Product Manager,"NumPy, Excel, Azure, AWS",Entry,Contract,"Chandlerville, RS",96628-121086,2024-11-07,Mid,"PyTorch, TensorFlow, FastAPI",96628.0,121086.0,108857.0
203,Richards-Barnes,Finance,NLP Engineer,"Power BI, GCP, FastAPI, C++, Pandas, SQL",Entry,Remote,"Williamton, TM",85788-132802,2024-02-16,Large,"LangChain, KDB+, FastAPI",85788.0,132802.0,109295.0
204,Bailey-Harris,Automotive,Quant Researcher,"MLflow, Flask, Azure, CUDA, FastAPI",Mid,Internship,"Lake Sarah, SY",147975-247578,2025-05-12,Startup,TensorFlow,147975.0,247578.0,197776.5
205,Soto and Sons,Automotive,Data Analyst,"Pandas, AWS, R, TensorFlow, FastAPI, MLflow",Entry,Contract,"East Johnton, HR",48226-90071,2024-12-24,Mid,BigQuery,48226.0,90071.0,69148.5
206,Williams Ltd,Healthcare,Data Scientist,"Python, Power BI, PyTorch",Senior,Full-time,"Samuelhaven, BO",62447-129068,2025-01-22,Startup,MLflow,62447.0,129068.0,95757.5
207,Lane-Weaver,Retail,Computer Vision Engineer,"TensorFlow, Python, AWS, Reinforcement Learning, NumPy, CUDA",Senior,Internship,"Garciamouth, KI",110876-127413,2024-05-18,Large,TensorFlow,110876.0,127413.0,119144.5
208,Hernandez PLC,Education,AI Product Manager,"SQL, MLflow, R",Senior,Remote,"Lake Charlesmouth, CL",85915-109356,2023-10-13,Startup,Scikit-learn,85915.0,109356.0,97635.5
209,Ortiz-Mcfarland,Finance,AI Product Manager,"NumPy, Reinforcement Learning, Azure, C++, R",Entry,Full-time,"Reyesview, NR",143326-161834,2024-01-09,Large,"Scikit-learn, BigQuery, FastAPI",143326.0,161834.0,152580.0
210,Rice-Hendricks,Healthcare,Data Scientist,"Power BI, Azure, SQL, C++, Hugging Face",Senior,Full-time,"East William, NZ",89991-179017,2024-01-01,Mid,"KDB+, FastAPI, PyTorch",89991.0,179017.0,134504.0
211,"Brown, Jackson and Carr",E-commerce,Computer Vision Engineer,"Python, Pandas, AWS, TensorFlow, SQL",Senior,Remote,"Greeneton, LU",67897-156557,2023-11-08,Mid,"KDB+, FastAPI",67897.0,156557.0,112227.0
212,"Kelley, Steele and Bell",Finance,AI Product Manager,"LangChain, Flask, PyTorch, Python",Entry,Remote,"South Anthonyfurt, BO",44318-101581,2024-01-16,Mid,FastAPI,44318.0,101581.0,72949.5
213,Cline PLC,Tech,Data Analyst,"Keras, Azure, Excel, TensorFlow",Mid,Internship,"Hannahside, KI",67657-112933,2024-12-31,Mid,"Scikit-learn, MLflow",67657.0,112933.0,90295.0
214,Shah-White,Finance,Quant Researcher,"Keras, CUDA, PyTorch, Power BI",Entry,Contract,"Lake Erikburgh, ZM",97752-152521,2025-01-29,Large,BigQuery,97752.0,152521.0,125136.5
215,Davis-Butler,Automotive,Data Scientist,"Scikit-learn, Power BI, PyTorch, SQL, Excel, AWS",Entry,Internship,"South Zacharyburgh, ES",93403-169785,2024-01-13,Mid,LangChain,93403.0,169785.0,131594.0
216,"Newton, Kelly and Martinez",Automotive,NLP Engineer,"Azure, NumPy, LangChain, FastAPI, Hugging Face, Keras",Senior,Remote,"Lake Johnchester, CG",143054-182950,2024-01-08,Mid,"FastAPI, PyTorch, TensorFlow",143054.0,182950.0,163002.0
217,Berry-Lewis,E-commerce,Computer Vision Engineer,"AWS, Python, Flask, Pandas, Azure, LangChain",Entry,Internship,"Melissaton, LA",123977-182190,2023-10-24,Startup,Scikit-learn,123977.0,182190.0,153083.5
218,"Brandt, Fuller and Cruz",Finance,AI Researcher,"Hugging Face, R, C++",Mid,Remote,"New Sydneyton, PH",108708-183957,2024-07-09,Large,"TensorFlow, LangChain, FastAPI",108708.0,183957.0,146332.5
219,Turner PLC,Tech,Quant Researcher,"Python, NumPy, Excel, Azure, Scikit-learn",Entry,Contract,"Jasonfurt, BW",42431-121809,2024-09-09,Mid,"BigQuery, PyTorch",42431.0,121809.0,82120.0
220,Sanchez Ltd,Automotive,AI Researcher,"Power BI, GCP, MLflow, CUDA, Flask",Entry,Full-time,"Barnetthaven, IN",129721-169068,2025-03-16,Startup,"KDB+, PyTorch",129721.0,169068.0,149394.5
221,Crawford Group,Automotive,ML Engineer,"PyTorch, Reinforcement Learning, Azure, Python, AWS, Hugging Face",Mid,Contract,"Abbottmouth, IN",51999-114433,2024-11-06,Mid,"FastAPI, LangChain, TensorFlow",51999.0,114433.0,83216.0
222,"Humphrey, Barrett and Colon",E-commerce,Data Scientist,"Pandas, MLflow, Azure, Reinforcement Learning, FastAPI, R",Senior,Full-time,"Davidmouth, IE",133703-230141,2024-06-20,Large,"MLflow, PyTorch, TensorFlow",133703.0,230141.0,181922.0
223,Obrien PLC,Education,Quant Researcher,"Pandas, AWS, R, PyTorch, Power BI, NumPy",Senior,Remote,"Mariochester, BY",75109-126693,2025-06-17,Large,MLflow,75109.0,126693.0,100901.0
224,"Stanton, Martin and Martin",Automotive,Data Analyst,"C++, NumPy, Power BI, MLflow, CUDA",Senior,Contract,"West Sally, GR",102227-124205,2024-06-06,Large,"BigQuery, TensorFlow",102227.0,124205.0,113216.0
225,"James, Payne and Roth",Education,AI Researcher,"Power BI, Azure, R",Mid,Remote,"West Ernest, BY",77125-136585,2024-09-08,Mid,"LangChain, Scikit-learn, FastAPI",77125.0,136585.0,106855.0
226,"Bowen, Flores and Williams",Finance,Computer Vision Engineer,"NumPy, C++, AWS, SQL, MLflow",Senior,Internship,"Alanside, SK",114539-151150,2024-10-02,Mid,"PyTorch, Scikit-learn",114539.0,151150.0,132844.5
227,Flynn LLC,Retail,Quant Researcher,"Azure, C++, Reinforcement Learning",Entry,Contract,"Carrollview, HN",42773-105072,2023-10-01,Mid,"BigQuery, Scikit-learn, LangChain",42773.0,105072.0,73922.5
228,"Campos, Floyd and Clark",Finance,AI Researcher,"Power BI, Hugging Face, Keras, Reinforcement Learning, TensorFlow, Excel",Entry,Contract,"Changside, DJ",122640-208762,2024-05-13,Mid,LangChain,122640.0,208762.0,165701.0
